城市,行政区,供应公告标题,公告编号,公告类型,发布时间,网上创建时间,宗地编号：,宗地总面积：,宗地坐落：,出让年限：,容积率：,建筑密度(%)：,绿化率(%)：,建筑限高(米)：,主要用途：,明细用途,用途名称,面积,投资强度：,保证金：,估价报告备案号,起始价：,加价幅度：,挂牌开始时间：,挂牌截止时间：,受让单位,地块位置,土地用途,成交价(万元),土地面积(公顷),提交书面申请地,缴纳竞买保证金截止时间,确认竞买资格时间,拍卖开始时间,拍卖挂牌进行地点,联系地址,联系人,联系电话,开户单位,开户银行,银行账号,内容链接,主键MD5,爬取时间
北京市,北京市本级,北京市规划和自然资源委员会国有土地使用权挂牌出让公告(京土整储挂（通）[2019]053号),(京土整储挂（通）[2019]053号),挂牌,2019/12/31,2019/12/31,京土整储挂（通）[2019]053号,27525.637平方米,北京市通州区台湖镇亦庄新城站前区YZ00-0401-0056、YZ00-0401-L0055-02地块R2二类居住用地、A334托幼用地,70年,等于1.83,,,土地用途明细：,,,,,万元/公顷,18000万元,1102819BA0009,90000万元,450万元,2020年02月04土09时00分,2020年02月18土15时00分,,,,,,北京市土地交易市场,2020年02月17土15时00分,2020年02月17土15时00分,,北京市土地交易市场,北京市丰台区西三环南路1号市公共资源交易综合分平台五层,,010-55595197,,,,https://www.landchina.com//DesktopModule/BizframeExtendMdl/workList/bulWorkView.aspx?wmguid=20aae8dc-4a0c-4af5-aedf-cc153eb6efdf&recorderguid=3fea7839-a2da-400d-a067-8c0335ce5806&sitePath=,0849e495dd57e5bbbac3c869b61dd435,2020-04-22 16:41:14
北京市,北京市本级,北京市规划和自然资源委员会国有土地使用权挂牌出让公告(京土整储挂（通）[2019]053号),(京土整储挂（通）[2019]053号),挂牌,2019/12/31,2019/12/31,京土整储挂（兴）[2019]054号,20403.857平方米,北京市大兴区采育镇DX10-0001-6004地块R2二类居住用地,70年,等于2.5,,,土地用途明细：,,,,,万元/公顷,13200万元,1103319BA0010,65600万元,350万元,2020年02月04土09时00分,2020年02月18土15时00分,,,,,,北京市土地交易市场,2020年02月17土15时00分,2020年02月17土15时00分,,北京市土地交易市场,北京市丰台区西三环南路1号市公共资源交易综合分平台五层,,010-55595197,,,,https://www.landchina.com//DesktopModule/BizframeExtendMdl/workList/bulWorkView.aspx?wmguid=20aae8dc-4a0c-4af5-aedf-cc153eb6efdf&recorderguid=3fea7839-a2da-400d-a067-8c0335ce5806&sitePath=,0849e495dd57e5bbbac3c869b61dd435,2020-04-22 16:41:14
北京市,北京市本级,北京市规划和自然资源委员会国有土地使用权挂牌出让公告(京土整储挂（通）[2019]053号),(京土整储挂（通）[2019]053号),挂牌,2019/12/31,2019/12/31,京土整储挂（兴）[2019]055号,78681.465平方米,北京市大兴区旧宫镇YZ00-0801-0018、0019、0024、0025、0026地块二类居住用地、基础教育用地,70年,等于2.39,,,土地用途明细：,,,,,万元/公顷,100000万元,1102619BA0040,500000万元,2500万元,2020年02月04土09时00分,2020年02月18土15时00分,,,,,,北京市土地交易市场,2020年02月17土15时00分,2020年02月17土15时00分,,北京市土地交易市场,北京市丰台区西三环南路1号市公共资源交易综合分平台五层,,010-55595197,,,,https://www.landchina.com//DesktopModule/BizframeExtendMdl/workList/bulWorkView.aspx?wmguid=20aae8dc-4a0c-4af5-aedf-cc153eb6efdf&recorderguid=3fea7839-a2da-400d-a067-8c0335ce5806&sitePath=,0849e495dd57e5bbbac3c869b61dd435,2020-04-22 16:41:14
北京市,北京市本级,北京市规划和自然资源委员会国有土地使用权挂牌出让公告(京土整储挂（石）[2019]050号),(京土整储挂（石）[2019]050号),挂牌,2019/12/31,2019/12/31,京土整储挂（石）[2019]050号,38379.373平方米,北京市石景山区西黄村1606-646地块F2公建混合住宅用地,70年,等于3.07,,,土地用途明细：,,,,,万元/公顷,59500万元,1103319BA0009,297500万元,1500万元,2020年01月22土09时00分,2020年02月11土15时00分,,,,,,北京市土地交易市场,2020年02月10土15时00分,2020年02月10土15时00分,,北京市土地交易市场,北京市丰台区西三环南路1号市公共资源交易综合分平台五层,,010-55595209,,,,https://www.landchina.com//DesktopModule/BizframeExtendMdl/workList/bulWorkView.aspx?wmguid=20aae8dc-4a0c-4af5-aedf-cc153eb6efdf&recorderguid=5e532651-e367-4b2f-99ef-858e4e5e8fd1&sitePath=,bf723889c6899b5b6c173e28b1ced573,2020-04-22 16:41:17
北京市,北京市本级,北京市规划和自然资源委员会国有土地使用权挂牌出让公告(京土整储挂（石）[2019]050号),(京土整储挂（石）[2019]050号),挂牌,2019/12/31,2019/12/31,京土整储挂（通）[2019]051号,99023.274平方米,北京市通州区马驹桥镇亦庄新城0500街区YZ00-0500-6007等地块R2二类居住用地、A334托幼用地,70年,等于2.22,,,土地用途明细：,,,,,万元/公顷,76000万元,1104119BA0084,380000万元,1900万元,2020年01月22土09时00分,2020年02月11土15时00分,,,,,,北京市土地交易市场,2020年02月10土15时00分,2020年02月10土15时00分,,北京市土地交易市场,北京市丰台区西三环南路1号市公共资源交易综合分平台五层,,010-55595209,,,,https://www.landchina.com//DesktopModule/BizframeExtendMdl/workList/bulWorkView.aspx?wmguid=20aae8dc-4a0c-4af5-aedf-cc153eb6efdf&recorderguid=5e532651-e367-4b2f-99ef-858e4e5e8fd1&sitePath=,bf723889c6899b5b6c173e28b1ced573,2020-04-22 16:41:17
北京市,北京市本级,北京市规划和自然资源委员会国有土地使用权挂牌出让公告(京土整储挂（石）[2019]050号),(京土整储挂（石）[2019]050号),挂牌,2019/12/31,2019/12/31,京土整储挂（兴）[2019]052号,20796平方米,北京市大兴区采育镇01-0042地块R2二类居住用地,70年,等于1.05,,,土地用途明细：,,,,,万元/公顷,5800万元,1105019BA0062,28800万元,150万元,2020年01月22土09时00分,2020年02月11土15时00分,,,,,,北京市土地交易市场,2020年02月10土15时00分,2020年02月10土15时00分,,北京市土地交易市场,北京市丰台区西三环南路1号市公共资源交易综合分平台五层,,010-55595209,,,,https://www.landchina.com//DesktopModule/BizframeExtendMdl/workList/bulWorkView.aspx?wmguid=20aae8dc-4a0c-4af5-aedf-cc153eb6efdf&recorderguid=5e532651-e367-4b2f-99ef-858e4e5e8fd1&sitePath=,bf723889c6899b5b6c173e28b1ced573,2020-04-22 16:41:17
北京市,北京市本级,北京市规划和自然资源委员会国有土地使用权招标出让公告(京土整储招(海)[2019]056号),(海)[2019]056号),招标,2019/12/31,2019/12/31,京土整储招(海)[2019]056号,47115.366平方米,北京市海淀区安宁庄东路1号1820-618B、1820-619B、1820-624A、1820-622地块R2二类居住用地、A33基础教育用地,70年,等于2.39,,,土地用途明细：,,,,,万元/公顷,56500万元,1102519BA0008,,备注：,,,,,,,,北京市土地交易市场,,,,北京市土地交易市场,北京市丰台区西三环南路1号市公共资源交易综合分平台五层,,010-55595201,,,,https://www.landchina.com//DesktopModule/BizframeExtendMdl/workList/bulWorkView.aspx?wmguid=20aae8dc-4a0c-4af5-aedf-cc153eb6efdf&recorderguid=225d3a02-0a96-4429-a4ca-a8c31ea445e8&sitePath=,3ff93cb0a250851b094b42c229394024,2020-04-22 16:41:21
北京市,顺义区,北京市规划和自然资源委员会顺义分局国有土地使用权挂牌出让公告(京土整储挂（顺义）研发[2019]004号),(京土整储挂（顺义）研发[2019]004号),挂牌,2019/12/25,2019/12/25,京土整储挂（顺义）研发（2019）004号,19340平方米,顺义区赵全营镇板桥村,20年,等于1.8,,,土地用途明细：,,,,,万元/公顷,1800万元,1106618BD0013,5764.87万元,30万元,2020年01月13土09时00分,2020年01月31土15时00分,,,,,,北京市规划和自然资源委员会顺义分局,2020年01月23土15时00分,2020年01月23土15时00分,,北京市顺义区仓工街11号,,,,,,,https://www.landchina.com//DesktopModule/BizframeExtendMdl/workList/bulWorkView.aspx?wmguid=20aae8dc-4a0c-4af5-aedf-cc153eb6efdf&recorderguid=d907c62f-e849-4d3a-9172-2c3573efc422&sitePath=,e52b4937ef6fdd6370d917aba3b445ee,2020-04-22 16:41:28
北京市,北京市本级,北京市规划和自然资源委员会国有土地使用权挂牌出让公告(京土整储挂（海）[2019]047号),(京土整储挂（海）[2019]047号),挂牌,2019/12/20,2019/12/20,京土整储挂（昌）[2019]048号,68008.749平方米,北京市昌平区东小口镇HC-022、HC-027地块R2二类居住用地,70年,等于2.5,,,土地用途明细：,,,,,万元/公顷,98000万元,1106019GA0009,490000万元,2500万元,2020年01月15土09时00分,2020年02月04土15时00分,,,,,,北京市土地交易市场,2020年02月03土15时00分,2020年02月03土15时00分,,北京市土地交易市场,北京市丰台区西三环南路1号市公共资源交易综合分平台五层,,010-55595197,,,,https://www.landchina.com//DesktopModule/BizframeExtendMdl/workList/bulWorkView.aspx?wmguid=20aae8dc-4a0c-4af5-aedf-cc153eb6efdf&recorderguid=d1743ba8-17bf-4292-a24d-370f3a1bd2fe&sitePath=,244a3a103261a7bbd7da1ffb38416b31,2020-04-22 16:41:33
北京市,北京市本级,北京市规划和自然资源委员会国有土地使用权挂牌出让公告(京土整储挂（海）[2019]047号),(京土整储挂（海）[2019]047号),挂牌,2019/12/20,2019/12/20,京土整储挂（昌）[2019]049号,77022.152平方米,北京市昌平区东小口镇HC-031地块R2二类居住用地、HC-030地块A33基础教育用地,70年,等于2.69,,,土地用途明细：,,,,,万元/公顷,117400万元,1106019GA0009,587000万元,2950万元,2020年01月15土09时00分,2020年02月04土15时00分,,,,,,北京市土地交易市场,2020年02月03土15时00分,2020年02月03土15时00分,,北京市土地交易市场,北京市丰台区西三环南路1号市公共资源交易综合分平台五层,,010-55595197,,,,https://www.landchina.com//DesktopModule/BizframeExtendMdl/workList/bulWorkView.aspx?wmguid=20aae8dc-4a0c-4af5-aedf-cc153eb6efdf&recorderguid=d1743ba8-17bf-4292-a24d-370f3a1bd2fe&sitePath=,244a3a103261a7bbd7da1ffb38416b31,2020-04-22 16:41:33
北京市,北京市本级,北京市规划和自然资源委员会国有土地使用权挂牌出让公告(京土整储挂（海）[2019]047号),(京土整储挂（海）[2019]047号),挂牌,2019/12/20,2019/12/20,京土整储挂（海）[2019]047号,48727.09平方米,北京市海淀区“海淀北部地区整体开发”西北旺镇HD00-0403-0043、0049地块二类居住及基础教育用地,70年,等于2.2,,,土地用途明细：,,,,,万元/公顷,86200万元,1103819BA0030,431000万元,2200万元,2020年01月15土09时00分,2020年02月04土15时00分,,,,,,北京市土地交易市场,2020年02月03土15时00分,2020年02月03土15时00分,,北京市土地交易市场,北京市丰台区西三环南路1号市公共资源交易综合分平台五层,,010-55595197,,,,https://www.landchina.com//DesktopModule/BizframeExtendMdl/workList/bulWorkView.aspx?wmguid=20aae8dc-4a0c-4af5-aedf-cc153eb6efdf&recorderguid=d1743ba8-17bf-4292-a24d-370f3a1bd2fe&sitePath=,244a3a103261a7bbd7da1ffb38416b31,2020-04-22 16:41:33
北京市,北京市本级,北京市规划和自然资源委员会国有土地使用权挂牌出让公告(京土整储挂（海）[2019]044号),(京土整储挂（海）[2019]044号),挂牌,2019/12/16,2019/12/16,京土整储挂（海）[2019]044号,65039.11平方米,北京市海淀区“海淀北部地区整体开发”永丰产业基地（新）HD00-0403-013、122地块R2二类居住用地、A33基础教育用地,70年,等于2.04,,,土地用途明细：,,,,,万元/公顷,65800万元,1106019BA0010,329000万元,1650万元,2020年01月06土09时00分,2020年01月20土15时00分,,,,,,北京市土地交易市场,2020年01月17土15时00分,2020年01月17土15时00分,,北京市土地交易市场,北京市丰台区西三环南路1号市公共资源交易综合分平台五层,,010-55595198,,,,https://www.landchina.com//DesktopModule/BizframeExtendMdl/workList/bulWorkView.aspx?wmguid=20aae8dc-4a0c-4af5-aedf-cc153eb6efdf&recorderguid=cd0de58a-6c79-4619-8a2c-5e6a236aa1fd&sitePath=,2b36a10e42bb492eda2dd22dbcf20c50,2020-04-22 16:41:41
北京市,北京市本级,北京市规划和自然资源委员会国有土地使用权挂牌出让公告(京土整储挂（海）[2019]044号),(京土整储挂（海）[2019]044号),挂牌,2019/12/16,2019/12/16,京土整储挂（海）[2019]045号,44507.257平方米,北京市海淀区四季青镇百坞重点村资金平衡用地北地块R2二类居住用地,70年,等于1.5,,,土地用途明细：,,,,,万元/公顷,93500万元,1101419BA0010,467500万元,2350万元,2020年01月06土09时00分,2020年01月20土15时00分,,,,,,北京市土地交易市场,2020年01月17土15时00分,2020年01月17土15时00分,,北京市土地交易市场,北京市丰台区西三环南路1号市公共资源交易综合分平台五层,,010-55595198,,,,https://www.landchina.com//DesktopModule/BizframeExtendMdl/workList/bulWorkView.aspx?wmguid=20aae8dc-4a0c-4af5-aedf-cc153eb6efdf&recorderguid=cd0de58a-6c79-4619-8a2c-5e6a236aa1fd&sitePath=,2b36a10e42bb492eda2dd22dbcf20c50,2020-04-22 16:41:41
北京市,北京市本级,北京市规划和自然资源委员会国有土地使用权挂牌出让公告(京土整储挂（海）[2019]044号),(京土整储挂（海）[2019]044号),挂牌,2019/12/16,2019/12/16,京土整储挂（海）[2019]046号,51339.153平方米,北京市海淀区四季青镇百坞重点村资金平衡用地南地块R2二类居住用地,70年,等于1.5,,,土地用途明细：,,,,,万元/公顷,108000万元,1101419BA0010,539600万元,2700万元,2020年01月06土09时00分,2020年01月20土15时00分,,,,,,北京市土地交易市场,2020年01月17土15时00分,2020年01月17土15时00分,,北京市土地交易市场,北京市丰台区西三环南路1号市公共资源交易综合分平台五层,,010-55595198,,,,https://www.landchina.com//DesktopModule/BizframeExtendMdl/workList/bulWorkView.aspx?wmguid=20aae8dc-4a0c-4af5-aedf-cc153eb6efdf&recorderguid=cd0de58a-6c79-4619-8a2c-5e6a236aa1fd&sitePath=,2b36a10e42bb492eda2dd22dbcf20c50,2020-04-22 16:41:41
北京市,北京市本级,北京市规划和自然资源委员会国有土地使用权挂牌出让公告(京土整储挂（石）[2019]042号),(京土整储挂（石）[2019]042号),挂牌,2019/11/29,2019/11/28,京土整储挂（石）[2019]042号,23302.84平方米,北京市石景山区古城南街东侧（首钢园区东南区）1612-757地块R2二类居住用地,70年,等于2.8,,,土地用途明细：,,,,,万元/公顷,54000万元,1104919BB0005,270000万元,1350万元,2019年12月19土09时00分,2020年01月03土15时00分,,,,,,北京市土地交易市场,2020年01月02土15时00分,2020年01月02土15时00分,,北京市土地交易市场,北京市丰台区西三环南路1号市公共资源交易综合分平台五层,,010-55595200,,,,https://www.landchina.com//DesktopModule/BizframeExtendMdl/workList/bulWorkView.aspx?wmguid=20aae8dc-4a0c-4af5-aedf-cc153eb6efdf&recorderguid=62343ac4-a0ee-456d-a048-99a8589089a2&sitePath=,c6d14ed847576f8dceb4ae214cb58d34,2020-04-22 16:41:47
北京市,北京市本级,北京市规划和自然资源委员会国有土地使用权挂牌出让公告(京土整储挂（石）[2019]042号),(京土整储挂（石）[2019]042号),挂牌,2019/11/29,2019/11/28,京土整储挂（石）[2019]043号,26794.69平方米,北京市石景山区古城南街东侧（首钢园区东南区）1612-759地块R2二类居住用地,70年,等于2.8,,,土地用途明细：,,,,,万元/公顷,1550万元,1104919BB0005,310000万元,62000万元,2019年12月19土09时00分,2020年01月03土15时00分,,,,,,北京市土地交易市场,2020年01月02土15时00分,2020年01月02土15时00分,,北京市土地交易市场,北京市丰台区西三环南路1号市公共资源交易综合分平台五层,,010-55595200,,,,https://www.landchina.com//DesktopModule/BizframeExtendMdl/workList/bulWorkView.aspx?wmguid=20aae8dc-4a0c-4af5-aedf-cc153eb6efdf&recorderguid=62343ac4-a0ee-456d-a048-99a8589089a2&sitePath=,c6d14ed847576f8dceb4ae214cb58d34,2020-04-22 16:41:47
北京市,大兴区,北京市规划和自然资源委员会大兴分局国有土地使用权挂牌出让公告(京土整储挂（兴）[2019]002号),(京土整储挂（兴）[2019]002号),挂牌,2019/11/21,2019/11/21,大兴生物医药产业基地DX00-0502-6009,18959.82平方米,大兴区生物医药基地,50年,小于或等于1.5,,,土地用途明细：,,,,,万元/公顷,630万元,,3118.97万元,,2019年11月21土09时00分,2019年12月24土17时00分,,,,,,北京市大兴区金华寺东路1号大兴分市场,2019年12月24土17时00分,2019年12月24土17时00分,,北京市大兴区金华寺东路1号大兴分市场,北京市大兴区金华寺东路1号,,69261062,,,,https://www.landchina.com//DesktopModule/BizframeExtendMdl/workList/bulWorkView.aspx?wmguid=20aae8dc-4a0c-4af5-aedf-cc153eb6efdf&recorderguid=a3d17d2e-b103-4d5c-93e5-33ac38fe39a2&sitePath=,04141305fd62643f6f6b9604593d0556,2020-04-22 16:41:50
北京市,北京市本级,北京经济技术开发区开发建设局国有土地使用权挂牌出让公告(京开国土挂[2019]11号),(京开国土挂[2019]11号),挂牌,2019/11/21,2019/11/21,北京经济技术开发区核心区34M3地块,22695.8平方米,北京经济技术开发区核心区34M3地块,20年,小于或等于1.8,大于或等于40,大于或等于15,小于或等于45,,,,,万元/公顷,900万元,场地平整：自然地貌平整基础设施：通市政道路、工水(自来水)、下水（雨水、污水）、天然气、电力、信息管线、热力管线,4412.06352万元,50万元,2019年12月11土09时00分,2019年12月25土15时00分,,,,,,北京经济技术开发区荣华百路15号朝林大厦1507室,2019年12月24土15时00分,2019年12月24土15时00分,,北京经济技术开发区荣华百路15号朝林大厦15层北京市土地交易市场经济技术开发区分市场,北京经济技术开发区荣华百路15号朝林大厦1507房间,,67881796,,,,https://www.landchina.com//DesktopModule/BizframeExtendMdl/workList/bulWorkView.aspx?wmguid=20aae8dc-4a0c-4af5-aedf-cc153eb6efdf&recorderguid=e5f758f5-c61f-4123-99b0-9289608f48e0&sitePath=,61ebc4230aae0e0a41e82ac447dce84b,2020-04-22 16:41:54
北京市,北京市本级,北京经济技术开发区开发建设局国有土地使用权挂牌出让公告(京开国土挂[2019]11号),(京开国土挂[2019]11号),挂牌,2019/11/21,2019/11/21,北京经济技术开发区河西区X61M4地块,10730.4平方米,北京经济技术开发区河西区X61M4地块,20年,小于或等于2,大于或等于40,大于或等于15,小于或等于30,,,,,万元/公顷,320万元,场地平整：自然地貌平整基础设施：通市政道路、工水（自来水、百水）、下水（雨水、污水）、天然气、电力、信息管线,1558.05408万元,30万元,2019年12月11土09时00分,2019年12月25土15时00分,,,,,,北京经济技术开发区荣华百路15号朝林大厦1507室,2019年12月24土15时00分,2019年12月24土15时00分,,北京经济技术开发区荣华百路15号朝林大厦15层北京市土地交易市场经济技术开发区分市场,北京经济技术开发区荣华百路15号朝林大厦1507房间,,67881796,,,,https://www.landchina.com//DesktopModule/BizframeExtendMdl/workList/bulWorkView.aspx?wmguid=20aae8dc-4a0c-4af5-aedf-cc153eb6efdf&recorderguid=e5f758f5-c61f-4123-99b0-9289608f48e0&sitePath=,61ebc4230aae0e0a41e82ac447dce84b,2020-04-22 16:41:54
北京市,北京市本级,北京经济技术开发区开发建设局国有土地使用权挂牌出让公告(京开国土挂[2019]11号),(京开国土挂[2019]11号),挂牌,2019/11/21,2019/11/21,北京经济技术开发区路南区N86M1地块,32677.2平方米,北京经济技术开发区路南区N86M1地块,20年,小于或等于1.5,大于或等于40,大于或等于15,小于或等于30,,,,,万元/公顷,600万元,场地平整：自然地貌平整基础设施：通市政道路、工水(自来水、百水)、下水（雨水、污水）、天然气、电力、信息管线、热力管线,2877.22746万元,50万元,2019年12月11土09时00分,2019年12月25土15时00分,,,,,,北京经济技术开发区荣华百路15号朝林大厦1507室,2019年12月24土15时00分,2019年12月24土15时00分,,北京经济技术开发区荣华百路15号朝林大厦15层北京市土地交易市场经济技术开发区分市场,北京经济技术开发区荣华百路15号朝林大厦1507房间,,67881796,,,,https://www.landchina.com//DesktopModule/BizframeExtendMdl/workList/bulWorkView.aspx?wmguid=20aae8dc-4a0c-4af5-aedf-cc153eb6efdf&recorderguid=e5f758f5-c61f-4123-99b0-9289608f48e0&sitePath=,61ebc4230aae0e0a41e82ac447dce84b,2020-04-22 16:41:54
北京市,北京市本级,北京经济技术开发区开发建设局国有土地使用权挂牌出让公告(京开国土挂[2019]11号),(京开国土挂[2019]11号),挂牌,2019/11/21,2019/11/21,北京经济技术开发区路南区N87M1地块,74765.8平方米,北京经济技术开发区路南区N87M1地块,20年,小于或等于1.5,大于或等于40,大于或等于15,小于或等于30,,,,,万元/公顷,1400万元,场地平整：自然地貌平整基础设施：通市政道路、工水(自来水、百水)、下水（雨水、污水）、天然气、电力、信息管线、热力管线,6583.12869万元,120万元,2019年12月11土09时00分,2019年12月25土15时00分,,,,,,北京经济技术开发区荣华百路15号朝林大厦1507室,2019年12月24土15时00分,2019年12月24土15时00分,,北京经济技术开发区荣华百路15号朝林大厦15层北京市土地交易市场经济技术开发区分市场,北京经济技术开发区荣华百路15号朝林大厦1507房间,,67881796,,,,https://www.landchina.com//DesktopModule/BizframeExtendMdl/workList/bulWorkView.aspx?wmguid=20aae8dc-4a0c-4af5-aedf-cc153eb6efdf&recorderguid=e5f758f5-c61f-4123-99b0-9289608f48e0&sitePath=,61ebc4230aae0e0a41e82ac447dce84b,2020-04-22 16:41:54
北京市,北京市本级,北京市规划和自然资源委员会国有土地使用权挂牌出让公告(京土整储挂（怀）[2019]040号),(京土整储挂（怀）[2019]040号),挂牌,2019/11/15,2019/11/15,京土整储挂(顺)[2019]041号,122243.7平方米,北京市顺义区仁和镇临河村棚户区改造土地开发C片区SY00-0007-6057等地块二类居住用地、商业用地、其他类多功能用地、公交场站设施用地和社区卫生服务百心用地,70年,等于1.69,,,土地用途明细：,,,,,万元/公顷,103000万元,1100519BA0011,513500万元,2600万元,2019年11月15土09时00分,2019年12月19土15时00分,,,,,,北京市土地交易市场,2019年12月18土15时00分,2019年12月18土15时00分,,北京市土地交易市场,北京市丰台区西三环南路1号市公共资源交易综合分平台五层,,010-55595200,,,,https://www.landchina.com//DesktopModule/BizframeExtendMdl/workList/bulWorkView.aspx?wmguid=20aae8dc-4a0c-4af5-aedf-cc153eb6efdf&recorderguid=d4552f11-e9f1-4ab5-8994-e74c0b065e2f&sitePath=,b4d5afacf05972a905d2544b984eeb2b,2020-04-22 16:42:05
北京市,北京市本级,北京市规划和自然资源委员会国有土地使用权挂牌出让公告(京土整储挂（怀）[2019]040号),(京土整储挂（怀）[2019]040号),挂牌,2019/11/15,2019/11/15,京土整储挂（怀）[2019]040号,54523.081平方米,北京市怀柔区雁栖镇陈各庄村HR00-0010-6047地块R2二类居住用地、HR00-0010-6045和HR00-0010-6054地块S4社会停车场用地,70年,等于1.26,,,土地用途明细：,,,,,万元/公顷,32200万元,1104519BB0005,161000万元,800万元,2019年12月05土09时00分,2019年12月19土15时00分,,,,,,北京市土地交易市场,2019年12月18土15时00分,2019年12月18土15时00分,,北京市土地交易市场,北京市丰台区西三环南路1号市公共资源交易综合分平台五层,,010-55595200,,,,https://www.landchina.com//DesktopModule/BizframeExtendMdl/workList/bulWorkView.aspx?wmguid=20aae8dc-4a0c-4af5-aedf-cc153eb6efdf&recorderguid=d4552f11-e9f1-4ab5-8994-e74c0b065e2f&sitePath=,b4d5afacf05972a905d2544b984eeb2b,2020-04-22 16:42:05
北京市,北京市本级,北京市规划和自然资源委员会国有土地使用权招标出让公告(京土整储招(丰)[2019]039号),(丰)[2019]039号),招标,2019/11/15,2019/11/15,京土整储招(丰)[2019]039号,62168.343平方米,北京市丰台区吴家村梅市口路1615-761、1615-762地块R2二类居住用地,70年,等于3,,,土地用途明细：,,,,,万元/公顷,86800万元,1105818BB0012,,备注：,,,,,,,,北京市土地交易市场,,,,北京市土地交易市场,北京市丰台区西三环南路1号市公共资源交易综合分平台五层,,010-55595197,,,,https://www.landchina.com//DesktopModule/BizframeExtendMdl/workList/bulWorkView.aspx?wmguid=20aae8dc-4a0c-4af5-aedf-cc153eb6efdf&recorderguid=f6ce5632-8607-4bf4-913c-99d64a1c9346&sitePath=,1e19a1bed25aeca78fe0bc0b4c9b4cfd,2020-04-22 16:42:11
北京市,北京市本级,北京市规划和自然资源委员会国有土地使用权挂牌出让公告(京土整储挂（房）[2019]036号),(京土整储挂（房）[2019]036号),挂牌,2019/11/8,2019/11/8,京土整储挂（房）[2019]036号,165793.17平方米,北京市房山区良乡镇FS04-0100-6076等地块R2二类居住用地、A33基础教育用地、F3其他类多功能用地,70年,等于2.3,,,土地用途明细：,,,,,万元/公顷,84000万元,1103719BB0028,420000万元,2100万元,2019年11月28土09时00分,2019年12月12土15时00分,,,,,,北京市土地交易市场,2019年12月11土15时00分,2019年12月11土15时00分,,北京市土地交易市场,北京市丰台区西三环南路1号市公共资源交易综合分平台五层,,010-55595208,,,,https://www.landchina.com//DesktopModule/BizframeExtendMdl/workList/bulWorkView.aspx?wmguid=20aae8dc-4a0c-4af5-aedf-cc153eb6efdf&recorderguid=0d33e416-9ebd-4f52-95d2-4dc5b1123ba8&sitePath=,c79bd8a7d4631342874eff2a77a58180,2020-04-22 16:42:16
北京市,北京市本级,北京市规划和自然资源委员会国有土地使用权挂牌出让公告(京土整储挂（房）[2019]036号),(京土整储挂（房）[2019]036号),挂牌,2019/11/8,2019/11/8,京土整储挂（石）[2019]037号,30159.25平方米,北京市石景山区古城南街东侧（首钢园区东南区）1612-769、775等地块B4综合性商业金融服务业用地,40年,等于4.59,,,土地用途明细：,,,,,万元/公顷,46100万元,1104919BB0005,230100万元,1150万元,2019年11月28土09时00分,2019年12月12土15时00分,,,,,,北京市土地交易市场,2019年12月11土15时00分,2019年12月11土15时00分,,北京市土地交易市场,北京市丰台区西三环南路1号市公共资源交易综合分平台五层,,010-55595208,,,,https://www.landchina.com//DesktopModule/BizframeExtendMdl/workList/bulWorkView.aspx?wmguid=20aae8dc-4a0c-4af5-aedf-cc153eb6efdf&recorderguid=0d33e416-9ebd-4f52-95d2-4dc5b1123ba8&sitePath=,c79bd8a7d4631342874eff2a77a58180,2020-04-22 16:42:16
北京市,北京市本级,北京市规划和自然资源委员会国有土地使用权挂牌出让公告(京土整储挂（房）[2019]036号),(京土整储挂（房）[2019]036号),挂牌,2019/11/8,2019/11/8,京土整储挂（石）[2019]038号,35629.12平方米,北京市石景山区古城南街东侧（首钢园区东南区）1612-778、779、783、784、786等地块B4综合性商业金融服务业用地、F3其他类多功能用地,40年,等于2.82,,,土地用途明细：,,,,,万元/公顷,33400万元,1102819BB0008,166700万元,850万元,2019年11月28土09时00分,2019年12月12土15时00分,,,,,,北京市土地交易市场,2019年12月11土15时00分,2019年12月11土15时00分,,北京市土地交易市场,北京市丰台区西三环南路1号市公共资源交易综合分平台五层,,010-55595208,,,,https://www.landchina.com//DesktopModule/BizframeExtendMdl/workList/bulWorkView.aspx?wmguid=20aae8dc-4a0c-4af5-aedf-cc153eb6efdf&recorderguid=0d33e416-9ebd-4f52-95d2-4dc5b1123ba8&sitePath=,c79bd8a7d4631342874eff2a77a58180,2020-04-22 16:42:16
北京市,北京市本级,北京市规划和自然资源委员会国有土地使用权招标出让公告(京土整储招(海)[2019]034号),(海)[2019]034号),招标,2019/11/1,2019/11/1,京土整储招(海)[2019]034号,70601.065平方米,北京市海淀区学院路北端A、B、C、J地块B4综合性商业金融服务业用地、B23研发设计用地,40年,等于4.04,,,土地用途明细：,,,,,万元/公顷,131000万元,1102619BB0011,,备注：,,,,,,,,北京市土地交易市场,,,,北京市土地交易市场,北京市丰台区西三环南路1号市公共资源交易综合分平台五层,,010-55595201,,,,https://www.landchina.com//DesktopModule/BizframeExtendMdl/workList/bulWorkView.aspx?wmguid=20aae8dc-4a0c-4af5-aedf-cc153eb6efdf&recorderguid=28964ef3-b0f6-4eb6-8864-c5f62cc699be&sitePath=,86eb5fb487fad016226f61892c035eea,2020-04-22 16:42:19
