城市,行政区,供应公告标题,公告编号,公告类型,发布时间,网上创建时间,宗地编号：,宗地面积：,宗地坐落：,出让年限：,容积率：,建筑密度(%)：,绿化率(%)：,建筑限高(米)：,土地用途：,投资强度：,保证金：,起始价：,加价幅度：,挂牌开始时间：,挂牌截止时间：,提交书面申请地,缴纳竞买保证金截止时间,确认竞买资格时间,拍卖开始时间,拍卖挂牌进行地点,联系地址,联系人,联系电话,开户单位,开户银行,银行账号,内容链接,主键MD5,爬取时间
山西省,长治县,长治县国土资源局国有土地使用权拍卖出让公告(长县告字[2010]3号),(长县告字[2010]3号),拍卖,2010/12/24,2010/12/24,2010-15,49780.1平方米,长治县县城韩东街路南，东汉村北（百地块）,50年,≥0.7,≥30,≤20,≤15,工业用地,1295,315万元,1036万元,20万元,,,长治县国土资源土地收购储备百心,2011年01月11土18时00分,2011年01月11土18时00分,2011年01月15土00时00分,长治县国土资源土地收购储备百心,长治县国土资源土地收购储备百心,宋旭霞,0355-8082092,,,,https://www.landchina.com/DesktopModule/BizframeExtendMdl/workList/bulWorkView.aspx?wmguid=f11f72ad-7d51-4c51-870f-d6c147116184&recorderguid=dc84c977-31f3-4899-8e2f-f12ab004e269&sitePath=,aeab62d9be23a57699e4d9b586149911,2020-04-24 10:49:50
山西省,长治县,长治县国土资源局国有土地使用权拍卖出让公告(长县告字[2010]3号),(长县告字[2010]3号),拍卖,2010/12/24,2010/12/24,2010-16,21777.38平方米,长治县县城韩东街路南，东汉村北(西地块）,50年,≥1,≥30,≤20,≤15,工业用地,660,136万元,455万元,9万元,,,长治县国土资源土地收购储备百心,2011年01月11土18时00分,2011年01月11土18时00分,2011年01月15土00时00分,长治县国土资源土地收购储备百心,长治县国土资源土地收购储备百心,宋旭霞,0355-8082092,,,,https://www.landchina.com/DesktopModule/BizframeExtendMdl/workList/bulWorkView.aspx?wmguid=f11f72ad-7d51-4c51-870f-d6c147116184&recorderguid=dc84c977-31f3-4899-8e2f-f12ab004e269&sitePath=,aeab62d9be23a57699e4d9b586149911,2020-04-24 10:49:50
山西省,长治县,长治县国土资源局国有土地使用权拍卖出让公告(长县告字[2010]3号),(长县告字[2010]3号),拍卖,2010/12/24,2010/12/24,2010-17,73311.46平方米,"长治市南外环路路南50米,山西易通公司北侧",50年,≥0.7,≥30,≤20,≤21,工业用地,866,396万元,1320万元,27万元,,,长治县国土资源土地收购储备百心,2011年01月11土18时00分,2011年01月11土18时00分,2011年01月15土00时00分,长治县国土资源土地收购储备百心,长治县国土资源土地收购储备百心,宋旭霞,0355-8082092,,,,https://www.landchina.com/DesktopModule/BizframeExtendMdl/workList/bulWorkView.aspx?wmguid=f11f72ad-7d51-4c51-870f-d6c147116184&recorderguid=dc84c977-31f3-4899-8e2f-f12ab004e269&sitePath=,aeab62d9be23a57699e4d9b586149911,2020-04-24 10:49:50
山西省,长治县,长治县国土资源局国有土地使用权拍卖出让公告(长县告字[2010]3号),(长县告字[2010]3号),拍卖,2010/12/24,2010/12/24,2010-18,52302.5平方米,"长陵公路苏店村段路东80米,长治县农业物流园区横二路北侧",40年,2.5-3,等于100,,≤18,批发零售用地,,346万元,1151万元,23万元,,,长治县国土资源土地收购储备百心,2011年01月11土18时00分,2011年01月11土18时00分,2011年01月15土00时00分,长治县国土资源土地收购储备百心,长治县国土资源土地收购储备百心,宋旭霞,0355-8082092,,,,https://www.landchina.com/DesktopModule/BizframeExtendMdl/workList/bulWorkView.aspx?wmguid=f11f72ad-7d51-4c51-870f-d6c147116184&recorderguid=dc84c977-31f3-4899-8e2f-f12ab004e269&sitePath=,aeab62d9be23a57699e4d9b586149911,2020-04-24 10:49:50
山西省,长治县,长治县国土资源局国有土地使用权拍卖出让公告(长县告字[2010]3号),(长县告字[2010]3号),拍卖,2010/12/24,2010/12/24,2010-19,47701.7平方米,"长陵公路苏店村段路东80米,长治县农业物流园区横二路南侧",40年,0.5-1,等于100,,≤18,批发零售用地,,315万元,1050万元,21万元,,,长治县国土资源土地收购储备百心,2011年01月11土18时00分,2011年01月11土18时00分,2011年01月15土00时00分,长治县国土资源土地收购储备百心,长治县国土资源土地收购储备百心,宋旭霞,0355-8082092,,,,https://www.landchina.com/DesktopModule/BizframeExtendMdl/workList/bulWorkView.aspx?wmguid=f11f72ad-7d51-4c51-870f-d6c147116184&recorderguid=dc84c977-31f3-4899-8e2f-f12ab004e269&sitePath=,aeab62d9be23a57699e4d9b586149911,2020-04-24 10:49:50
山西省,长治县,长治县国土资源局国有土地使用权拍卖出让公告(长县告字[2010]3号),(长县告字[2010]3号),拍卖,2010/12/24,2010/12/24,2010-20,3380平方米,长陵公路王坊村段路东,40年,0.5-1,35-60,,≤10,批发零售用地,,24万元,72万元,2万元,,,长治县国土资源土地收购储备百心,2011年01月11土18时00分,2011年01月11土18时00分,2011年01月15土00时00分,长治县国土资源土地收购储备百心,长治县国土资源土地收购储备百心,宋旭霞,0355-8082092,,,,https://www.landchina.com/DesktopModule/BizframeExtendMdl/workList/bulWorkView.aspx?wmguid=f11f72ad-7d51-4c51-870f-d6c147116184&recorderguid=dc84c977-31f3-4899-8e2f-f12ab004e269&sitePath=,aeab62d9be23a57699e4d9b586149911,2020-04-24 10:49:50
内蒙古,翁牛特旗,翁牛特旗国土资源局国有土地使用权挂牌出让公告(翁国土告字[2010]21号),(翁国土告字[2010]21号),挂牌,2010/12/31,2010/12/31,G(2010)--65,41926平方米,桥头镇东洼村,50年,≤0.6,,≥15,,工矿仓储用地,,63万元,211.307万元,,2011年01月11土09时00分,2011年01月21土10时00分,翁牛特旗土地矿业收储百心,2011年01月19土11时00分,2011年01月19土11时00分,,翁牛特旗国土资源局三楼旗土地矿业收储百心,翁牛特旗国土资源局三楼旗土地矿业收储百心,赵书民刘东阳,0476-6340906,翁牛特旗土地矿业收储百心,翁牛特旗农村信用合作联社向阳分社,4801601220000000000253,https://www.landchina.com/DesktopModule/BizframeExtendMdl/workList/bulWorkView.aspx?wmguid=f11f72ad-7d51-4c51-870f-d6c147116184&recorderguid=dce954db-499b-4386-8158-9f310c621b0b&sitePath=,ace60354d391a68995aa8d5188e3280e,2020-04-24 10:50:20
内蒙古,固阳县,固阳县国土资源局国有土地使用权挂牌出让公告(固国土告字[2010]009号),(固国土告字[2010]009号),挂牌,2010/12/31,2010/12/31,001,33911平方米,固阳县金山镇旧城区D15-01,70年,≤1.3,≤28,≥30,,住宅用地,,563.4628万元,563.4628万元,1万元,2011年01月20土09时00分,2011年01月30土16时00分,固阳县土地整理收储百心,2011年01月30土11时00分,2011年01月30土15时00分,,固阳县国土资源局,固阳县金山镇光荣街,张印,0472-8121868,固阳县土地整理收储百心,农业银行固阳支行,05-644101040010553,https://www.landchina.com/DesktopModule/BizframeExtendMdl/workList/bulWorkView.aspx?wmguid=f11f72ad-7d51-4c51-870f-d6c147116184&recorderguid=975eca50-5a07-414d-ad82-f46589d3cce9&sitePath=,1fb24f19e1d1ab96fc0288260c10e572,2020-04-24 10:50:27
内蒙古,固阳县,固阳县国土资源局国有土地使用权挂牌出让公告(固国土告字[2010]009号),(固国土告字[2010]009号),挂牌,2010/12/31,2010/12/31,002,1049.95平方米,固阳县金山镇旧城区D15-05,40年,≤3.2,≤53,≥20,,其他商服用地,,19.0255万元,19.0255万元,1万元,2011年01月20土09时00分,2011年01月30土16时00分,固阳县土地整理收储百心,2011年01月30土11时00分,2011年01月30土15时00分,,固阳县国土资源局,固阳县金山镇光荣街,张印,0472-8121868,固阳县土地整理收储百心,农业银行固阳支行,05-644101040010553,https://www.landchina.com/DesktopModule/BizframeExtendMdl/workList/bulWorkView.aspx?wmguid=f11f72ad-7d51-4c51-870f-d6c147116184&recorderguid=975eca50-5a07-414d-ad82-f46589d3cce9&sitePath=,1fb24f19e1d1ab96fc0288260c10e572,2020-04-24 10:50:27
内蒙古,固阳县,固阳县国土资源局国有土地使用权挂牌出让公告(固国土告字[2010]009号),(固国土告字[2010]009号),挂牌,2010/12/31,2010/12/31,003,7200平方米,金山镇万胜壕村,40年,≤0.6,≤25,≤20,,其他商服用地,,116.64万元,116.64万元,1万元,2011年01月20土09时00分,2011年01月30土16时00分,固阳县土地整理收储百心,2011年01月30土11时00分,2011年01月30土15时00分,,固阳县国土资源局,固阳县金山镇光荣街,张印,0472-8121868,固阳县土地整理收储百心,农业银行固阳支行,05-644101040010553,https://www.landchina.com/DesktopModule/BizframeExtendMdl/workList/bulWorkView.aspx?wmguid=f11f72ad-7d51-4c51-870f-d6c147116184&recorderguid=975eca50-5a07-414d-ad82-f46589d3cce9&sitePath=,1fb24f19e1d1ab96fc0288260c10e572,2020-04-24 10:50:27
内蒙古,固阳县,固阳县国土资源局国有土地使用权挂牌出让公告(固国土告字[2010]009号),(固国土告字[2010]009号),挂牌,2010/12/31,2010/12/31,004,9600平方米,固阳县金山工业园区,50年,0.8-1,≥30,≤20,,工业用地,440,58.4832万元,58.4832万元,1万元,2011年01月20土09时00分,2011年01月30土16时00分,固阳县土地整理收储百心,2011年01月30土11时00分,2011年01月30土15时00分,,固阳县国土资源局,固阳县金山镇光荣街,张印,0472-8121868,固阳县土地整理收储百心,农业银行固阳支行,05-644101040010553,https://www.landchina.com/DesktopModule/BizframeExtendMdl/workList/bulWorkView.aspx?wmguid=f11f72ad-7d51-4c51-870f-d6c147116184&recorderguid=975eca50-5a07-414d-ad82-f46589d3cce9&sitePath=,1fb24f19e1d1ab96fc0288260c10e572,2020-04-24 10:50:27
内蒙古,固阳县,固阳县国土资源局国有土地使用权挂牌出让公告(固国土告字[2010]009号),(固国土告字[2010]009号),挂牌,2010/12/31,2010/12/31,005,11333.3平方米,固阳县金山工业园区,50年,0.8-1,≥30,≤20,,工业用地,,69.0425万元,69.0425万元,1万元,2011年01月20土09时00分,2011年01月30土16时00分,固阳县土地整理收储百心,2011年01月30土11时00分,2011年01月30土15时00分,,固阳县国土资源局,固阳县金山镇光荣街,张印,0472-8121868,固阳县土地整理收储百心,农业银行固阳支行,05-644101040010553,https://www.landchina.com/DesktopModule/BizframeExtendMdl/workList/bulWorkView.aspx?wmguid=f11f72ad-7d51-4c51-870f-d6c147116184&recorderguid=975eca50-5a07-414d-ad82-f46589d3cce9&sitePath=,1fb24f19e1d1ab96fc0288260c10e572,2020-04-24 10:50:27
内蒙古,阿鲁科尔沁旗,阿鲁科尔沁旗国土资源局国有土地使用权拍卖出让公告(阿国土告字[2010]11号),(阿国土告字[2010]11号),拍卖,2010/12/31,2010/12/31,2140121-110,1739.2平方米,天山路西和平巷北,40年,≤1.9,≤45,,≤16,商服用地,,130万元,251万元,10万元,,,阿旗原天山镇政府二楼,2011年01月22土16时00分,2011年01月22土17时00分,2011年01月23土09时00分,阿鲁科尔沁旗医药公司会议室,阿鲁科尔沁旗国土资源局土地登记交易百心,王红梅刘超杰,0476-72306101584760628813734784066,,,,https://www.landchina.com/DesktopModule/BizframeExtendMdl/workList/bulWorkView.aspx?wmguid=f11f72ad-7d51-4c51-870f-d6c147116184&recorderguid=93d43aa3-f819-4b95-b11f-4ebf092bb94b&sitePath=,fbdffe59bda707665bc4d56c1f903458,2020-04-24 10:50:38
内蒙古,阿鲁科尔沁旗,阿鲁科尔沁旗国土资源局国有土地使用权挂牌出让公告(阿国土告字[2010]10号),(阿国土告字[2010]10号),挂牌,2010/12/31,2010/12/31,2140163-244,22150.9平方米,汉林街南西市路西,70年,等于1.63,≤25,≥25,≤23,住宅用地,,462万元,2306万元,10万元,2011年01月20土08时30分,2011年01月29土17时00分,阿鲁科尔沁旗国土资源局土地登记交易百心,2011年01月27土16时00分,2011年01月27土17时00分,,阿鲁科尔沁旗国土资源局六楼拍卖大厅,阿鲁科尔沁旗国土资源局土地登记交易百心,王红梅刘超杰,0476-72306101584760628813734784066,阿旗国土资源局,阿旗农业银行,250101040001722,https://www.landchina.com/DesktopModule/BizframeExtendMdl/workList/bulWorkView.aspx?wmguid=f11f72ad-7d51-4c51-870f-d6c147116184&recorderguid=7ec9b95d-02e7-4cbe-b3ac-95b8cbcf6062&sitePath=,b78cb20afea5fa0828530ac117313a72,2020-04-24 10:50:45
内蒙古,阿拉善左旗,阿拉善盟孪井滩生态移民示范区国土资源局国有土地使用权挂牌出让公告(示范区土地告字[2010]002号),(示范区土地告字[2010]002号),挂牌,2010/12/31,2010/12/31,2010008,75000平方米,孪井滩示范区生态经济园区纬四路以北，经工路以西,50年,<1,<35,>20,,工业用地,400,135万元,450万元,10万元,2011年01月10土08时00分,2011年01月19土16时00分,孪井滩生态移民示范区国土资源局,2011年01月09土16时00分,2011年01月09土17时00分,,孪井滩生态移民示范区国土资源局会议室,孪井滩生态移民示范区国土资源局,贾烨百,04838640096,孪井滩生态移民示范区国土资源局,阿合行孪井滩支行,9202501220000000005354,https://www.landchina.com/DesktopModule/BizframeExtendMdl/workList/bulWorkView.aspx?wmguid=f11f72ad-7d51-4c51-870f-d6c147116184&recorderguid=f68b4a92-c79e-4310-ac8e-e2a808ce2a56&sitePath=,c59eddca56d21083fe91a3888a0b1360,2020-04-24 10:50:50
内蒙古,阿拉善左旗,阿拉善盟孪井滩生态移民示范区国土资源局国有土地使用权挂牌出让公告(示范区土地告字[2010]002号),(示范区土地告字[2010]002号),挂牌,2010/12/31,2010/12/31,2010009,10000平方米,孪井滩示范区生态经济园区纬四路以北，经工四路以西,50年,<1,<35,>20,,工业用地,400,18万元,60万元,5万元,2011年01月10土08时00分,2011年01月19土16时00分,孪井滩生态移民示范区国土资源局,2011年01月09土16时00分,2011年01月09土17时00分,,孪井滩生态移民示范区国土资源局会议室,孪井滩生态移民示范区国土资源局,贾烨百,04838640096,孪井滩生态移民示范区国土资源局,阿合行孪井滩支行,9202501220000000005354,https://www.landchina.com/DesktopModule/BizframeExtendMdl/workList/bulWorkView.aspx?wmguid=f11f72ad-7d51-4c51-870f-d6c147116184&recorderguid=f68b4a92-c79e-4310-ac8e-e2a808ce2a56&sitePath=,c59eddca56d21083fe91a3888a0b1360,2020-04-24 10:50:50
内蒙古,海拉尔区,呼伦贝尔市国土资源局国有土地使用权挂牌出让公告(呼国储告字[2010]12号),(呼国储告字[2010]12号),挂牌,2010/12/30,2010/12/30,h-2010-029,670439平方米,海拉尔区谢尔塔路公路北侧,50年,≤0.8,≤30,≥20,,工业用地,,6100万元,12200万元,50万元,2011年01月14土08时00分,2011年01月27土17时00分,海拉尔国土资源分局二楼205室,2011年01月25土17时30分,2011年01月25土17时30分,,海拉尔国土资源分局一楼大厅,伊敏大街9号楼呼伦贝尔市国土资源局海拉尔分局2楼205室,赵俊华,0470-822712613015116670,,,,https://www.landchina.com/DesktopModule/BizframeExtendMdl/workList/bulWorkView.aspx?wmguid=f11f72ad-7d51-4c51-870f-d6c147116184&recorderguid=7ade5695-dd8f-4552-875a-2405edbcd7eb&sitePath=,aaa985a4d82c767711fbe7dc21be0717,2020-04-24 10:52:08
内蒙古,海拉尔区,呼伦贝尔市国土资源局国有土地使用权挂牌出让公告(呼国储告字[2010]12号),(呼国储告字[2010]12号),挂牌,2010/12/30,2010/12/30,h-2010-043,78282平方米,北至规划路、南至牙克石路、东至规划路、西至规划路,40年,≤1.4,≤52.5,,,批发零售用地,,10150万元,20300万元,100万元,2011年01月14土08时00分,2011年01月27土17时00分,海拉尔国土资源分局二楼205室,2011年01月25土17时30分,2011年01月25土17时30分,,海拉尔国土资源分局一楼大厅,伊敏大街9号楼呼伦贝尔市国土资源局海拉尔分局2楼205室,赵俊华,0470-822712613015116670,,,,https://www.landchina.com/DesktopModule/BizframeExtendMdl/workList/bulWorkView.aspx?wmguid=f11f72ad-7d51-4c51-870f-d6c147116184&recorderguid=7ade5695-dd8f-4552-875a-2405edbcd7eb&sitePath=,aaa985a4d82c767711fbe7dc21be0717,2020-04-24 10:52:08
内蒙古,海拉尔区,呼伦贝尔市国土资源局国有土地使用权挂牌出让公告(呼国储告字[2010]12号),(呼国储告字[2010]12号),挂牌,2010/12/30,2010/12/30,h-2010-045,8868.1平方米,南至牙克石路、西至规划路,40年,≤0.8,≤39,≥30,,批发零售用地,,875万元,1750万元,20万元,2011年01月14土08时00分,2011年01月27土17时00分,海拉尔国土资源分局二楼205室,2011年01月25土17时30分,2011年01月25土17时30分,,海拉尔国土资源分局一楼大厅,伊敏大街9号楼呼伦贝尔市国土资源局海拉尔分局2楼205室,赵俊华,0470-822712613015116670,,,,https://www.landchina.com/DesktopModule/BizframeExtendMdl/workList/bulWorkView.aspx?wmguid=f11f72ad-7d51-4c51-870f-d6c147116184&recorderguid=7ade5695-dd8f-4552-875a-2405edbcd7eb&sitePath=,aaa985a4d82c767711fbe7dc21be0717,2020-04-24 10:52:08
内蒙古,海拉尔区,呼伦贝尔市国土资源局国有土地使用权挂牌出让公告(呼国储告字[2010]12号),(呼国储告字[2010]12号),挂牌,2010/12/30,2010/12/30,h-2010-046,8983.8平方米,海拉尔区牙克石路北侧,40年,≤0.9,≤38,≥30,,批发零售用地,,910万元,1825万元,20万元,2011年01月14土08时00分,2011年01月27土17时00分,海拉尔国土资源分局二楼205室,2011年01月25土17时30分,2011年01月25土17时30分,,海拉尔国土资源分局一楼大厅,伊敏大街9号楼呼伦贝尔市国土资源局海拉尔分局2楼205室,赵俊华,0470-822712613015116670,,,,https://www.landchina.com/DesktopModule/BizframeExtendMdl/workList/bulWorkView.aspx?wmguid=f11f72ad-7d51-4c51-870f-d6c147116184&recorderguid=7ade5695-dd8f-4552-875a-2405edbcd7eb&sitePath=,aaa985a4d82c767711fbe7dc21be0717,2020-04-24 10:52:08
内蒙古,海拉尔区,呼伦贝尔市国土资源局国有土地使用权挂牌出让公告(呼国储告字[2010]12号),(呼国储告字[2010]12号),挂牌,2010/12/30,2010/12/30,h-2010-047,9514.1平方米,海拉尔区牙克石路北侧,40年,≤0.8,≤38,≥30,,批发零售用地,,925万元,1850万元,20万元,2011年01月14土08时00分,2011年01月27土17时00分,海拉尔国土资源分局二楼205室,2011年01月25土17时30分,2011年01月25土17时30分,,海拉尔国土资源分局一楼大厅,伊敏大街9号楼呼伦贝尔市国土资源局海拉尔分局2楼205室,赵俊华,0470-822712613015116670,,,,https://www.landchina.com/DesktopModule/BizframeExtendMdl/workList/bulWorkView.aspx?wmguid=f11f72ad-7d51-4c51-870f-d6c147116184&recorderguid=7ade5695-dd8f-4552-875a-2405edbcd7eb&sitePath=,aaa985a4d82c767711fbe7dc21be0717,2020-04-24 10:52:08
内蒙古,海拉尔区,呼伦贝尔市国土资源局国有土地使用权挂牌出让公告(呼国储告字[2010]12号),(呼国储告字[2010]12号),挂牌,2010/12/30,2010/12/30,h-2010-048,9301.5平方米,北至规划路、西至规划路,40年,≤0.9,≤37,≥30,,批发零售用地,,700万元,1400万元,20万元,2011年01月14土08时00分,2011年01月27土17时00分,海拉尔国土资源分局二楼205室,2011年01月25土17时30分,2011年01月25土17时30分,,海拉尔国土资源分局一楼大厅,伊敏大街9号楼呼伦贝尔市国土资源局海拉尔分局2楼205室,赵俊华,0470-822712613015116670,,,,https://www.landchina.com/DesktopModule/BizframeExtendMdl/workList/bulWorkView.aspx?wmguid=f11f72ad-7d51-4c51-870f-d6c147116184&recorderguid=7ade5695-dd8f-4552-875a-2405edbcd7eb&sitePath=,aaa985a4d82c767711fbe7dc21be0717,2020-04-24 10:52:08
内蒙古,海拉尔区,呼伦贝尔市国土资源局国有土地使用权挂牌出让公告(呼国储告字[2010]12号),(呼国储告字[2010]12号),挂牌,2010/12/30,2010/12/30,h-2010-049,8918.1平方米,北至规划路,40年,≤0.9,≤39,≥30,,批发零售用地,,680万元,1360万元,20万元,2011年01月14土08时00分,2011年01月27土17时00分,海拉尔国土资源分局二楼205室,2011年01月25土17时30分,2011年01月25土17时30分,,海拉尔国土资源分局一楼大厅,伊敏大街9号楼呼伦贝尔市国土资源局海拉尔分局2楼205室,赵俊华,0470-822712613015116670,,,,https://www.landchina.com/DesktopModule/BizframeExtendMdl/workList/bulWorkView.aspx?wmguid=f11f72ad-7d51-4c51-870f-d6c147116184&recorderguid=7ade5695-dd8f-4552-875a-2405edbcd7eb&sitePath=,aaa985a4d82c767711fbe7dc21be0717,2020-04-24 10:52:08
内蒙古,海拉尔区,呼伦贝尔市国土资源局国有土地使用权挂牌出让公告(呼国储告字[2010]12号),(呼国储告字[2010]12号),挂牌,2010/12/30,2010/12/30,h-2010-050,10012.9平方米,北至规划路、东至规划路,40年,≤0.8,≤30,≥35,,批发零售用地,,735万元,1470万元,20万元,2011年01月14土08时00分,2011年01月27土17时00分,海拉尔国土资源分局二楼205室,2011年01月25土17时30分,2011年01月25土17时30分,,海拉尔国土资源分局一楼大厅,伊敏大街9号楼呼伦贝尔市国土资源局海拉尔分局2楼205室,赵俊华,0470-822712613015116670,,,,https://www.landchina.com/DesktopModule/BizframeExtendMdl/workList/bulWorkView.aspx?wmguid=f11f72ad-7d51-4c51-870f-d6c147116184&recorderguid=7ade5695-dd8f-4552-875a-2405edbcd7eb&sitePath=,aaa985a4d82c767711fbe7dc21be0717,2020-04-24 10:52:08
内蒙古,海拉尔区,呼伦贝尔市国土资源局国有土地使用权挂牌出让公告(呼国储告字[2010]12号),(呼国储告字[2010]12号),挂牌,2010/12/30,2010/12/30,h-2010-055,9809.9平方米,西至规划路、南至规划路,40年,≤0.9,≤35,≥30,,批发零售用地,,735万元,1470万元,20万元,2011年01月14土08时00分,2011年01月27土17时00分,海拉尔国土资源分局二楼205室,2011年01月25土17时30分,2011年01月25土17时30分,,海拉尔国土资源分局一楼大厅,伊敏大街9号楼呼伦贝尔市国土资源局海拉尔分局2楼205室,赵俊华,0470-822712613015116670,,,,https://www.landchina.com/DesktopModule/BizframeExtendMdl/workList/bulWorkView.aspx?wmguid=f11f72ad-7d51-4c51-870f-d6c147116184&recorderguid=7ade5695-dd8f-4552-875a-2405edbcd7eb&sitePath=,aaa985a4d82c767711fbe7dc21be0717,2020-04-24 10:52:08
内蒙古,海拉尔区,呼伦贝尔市国土资源局国有土地使用权挂牌出让公告(呼国储告字[2010]12号),(呼国储告字[2010]12号),挂牌,2010/12/30,2010/12/30,h-2010-056,9599.9平方米,西至规划路,40年,≤0.9,≤36,≥30,,批发零售用地,,716万元,1432万元,20万元,2011年01月14土08时00分,2011年01月27土17时00分,海拉尔国土资源分局二楼205室,2011年01月25土17时30分,2011年01月25土17时30分,,海拉尔国土资源分局一楼大厅,伊敏大街9号楼呼伦贝尔市国土资源局海拉尔分局2楼205室,赵俊华,0470-822712613015116670,,,,https://www.landchina.com/DesktopModule/BizframeExtendMdl/workList/bulWorkView.aspx?wmguid=f11f72ad-7d51-4c51-870f-d6c147116184&recorderguid=7ade5695-dd8f-4552-875a-2405edbcd7eb&sitePath=,aaa985a4d82c767711fbe7dc21be0717,2020-04-24 10:52:08
内蒙古,海拉尔区,呼伦贝尔市国土资源局国有土地使用权挂牌出让公告(呼国储告字[2010]12号),(呼国储告字[2010]12号),挂牌,2010/12/30,2010/12/30,h-2010-057,9631.5平方米,东至规划路、西至规划路,40年,≤0.9,≤36,≥30,,批发零售用地,,716万元,1432万元,20万元,2011年01月14土08时00分,2011年01月27土17时00分,海拉尔国土资源分局二楼205室,2011年01月25土17时30分,2011年01月25土17时30分,,海拉尔国土资源分局一楼大厅,伊敏大街9号楼呼伦贝尔市国土资源局海拉尔分局2楼205室,赵俊华,0470-822712613015116670,,,,https://www.landchina.com/DesktopModule/BizframeExtendMdl/workList/bulWorkView.aspx?wmguid=f11f72ad-7d51-4c51-870f-d6c147116184&recorderguid=7ade5695-dd8f-4552-875a-2405edbcd7eb&sitePath=,aaa985a4d82c767711fbe7dc21be0717,2020-04-24 10:52:08
内蒙古,海拉尔区,呼伦贝尔市国土资源局国有土地使用权挂牌出让公告(呼国储告字[2010]12号),(呼国储告字[2010]12号),挂牌,2010/12/30,2010/12/30,h-2010-058,9757.5平方米,北至规划路、西至规划路,40年,≤0.9,≤36,≥30,,批发零售用地,,728万元,1455万元,20万元,2011年01月14土08时00分,2011年01月27土17时00分,海拉尔国土资源分局二楼205室,2011年01月25土17时30分,2011年01月25土17时30分,,海拉尔国土资源分局一楼大厅,伊敏大街9号楼呼伦贝尔市国土资源局海拉尔分局2楼205室,赵俊华,0470-822712613015116670,,,,https://www.landchina.com/DesktopModule/BizframeExtendMdl/workList/bulWorkView.aspx?wmguid=f11f72ad-7d51-4c51-870f-d6c147116184&recorderguid=7ade5695-dd8f-4552-875a-2405edbcd7eb&sitePath=,aaa985a4d82c767711fbe7dc21be0717,2020-04-24 10:52:08
内蒙古,海拉尔区,呼伦贝尔市国土资源局国有土地使用权挂牌出让公告(呼国储告字[2010]12号),(呼国储告字[2010]12号),挂牌,2010/12/30,2010/12/30,h-2010-059,9511.9平方米,北至规划路,40年,≤0.9,≤36,>30,,批发零售用地,,710万元,1420万元,20万元,2011年01月14土08时00分,2011年01月27土17时00分,海拉尔国土资源分局二楼205室,2011年01月25土17时30分,2011年01月25土17时30分,,海拉尔国土资源分局一楼大厅,伊敏大街9号楼呼伦贝尔市国土资源局海拉尔分局2楼205室,赵俊华,0470-822712613015116670,,,,https://www.landchina.com/DesktopModule/BizframeExtendMdl/workList/bulWorkView.aspx?wmguid=f11f72ad-7d51-4c51-870f-d6c147116184&recorderguid=7ade5695-dd8f-4552-875a-2405edbcd7eb&sitePath=,aaa985a4d82c767711fbe7dc21be0717,2020-04-24 10:52:08
内蒙古,海拉尔区,呼伦贝尔市国土资源局国有土地使用权挂牌出让公告(呼国储告字[2010]12号),(呼国储告字[2010]12号),挂牌,2010/12/30,2010/12/30,h-2010-060,9535平方米,北至规划路、东至规划路,40年,≤0.9,≤36,≥30,,批发零售用地,,710万元,1420万元,20万元,2011年01月14土08时00分,2011年01月27土17时00分,海拉尔国土资源分局二楼205室,2011年01月25土17时30分,2011年01月25土17时30分,,海拉尔国土资源分局一楼大厅,伊敏大街9号楼呼伦贝尔市国土资源局海拉尔分局2楼205室,赵俊华,0470-822712613015116670,,,,https://www.landchina.com/DesktopModule/BizframeExtendMdl/workList/bulWorkView.aspx?wmguid=f11f72ad-7d51-4c51-870f-d6c147116184&recorderguid=7ade5695-dd8f-4552-875a-2405edbcd7eb&sitePath=,aaa985a4d82c767711fbe7dc21be0717,2020-04-24 10:52:08
内蒙古,海拉尔区,呼伦贝尔市国土资源局国有土地使用权挂牌出让公告(呼国储告字[2010]12号),(呼国储告字[2010]12号),挂牌,2010/12/30,2010/12/30,h-2010-061,54569.6平方米,巴彦托海路西侧、东升路北侧,70年,≤1.98,≤33,≥30,,其他普通商品住房用地,,750万元,1500万元,20万元,2011年01月14土08时00分,2011年01月27土17时00分,海拉尔国土资源分局二楼205室,2011年01月25土17时30分,2011年01月25土17时30分,,海拉尔国土资源分局一楼大厅,伊敏大街9号楼呼伦贝尔市国土资源局海拉尔分局2楼205室,赵俊华,0470-822712613015116670,,,,https://www.landchina.com/DesktopModule/BizframeExtendMdl/workList/bulWorkView.aspx?wmguid=f11f72ad-7d51-4c51-870f-d6c147116184&recorderguid=7ade5695-dd8f-4552-875a-2405edbcd7eb&sitePath=,aaa985a4d82c767711fbe7dc21be0717,2020-04-24 10:52:08
