administration,parcelLocation,totalArea,landPurpose,signTime,projectName,projectLocation,area,landSource,supplyType,landUsegeTerm,classification,landLevel,transferPrice,issue,paymentDate,paymentAmount,remark,landHolder,plotRatioUP,plotRatioLOWER,agreedDeliveryTime,agreedStartTime,agreedCompletionTime,actualStartTime,actualCompletionTime,approvedUnit,contractTime,crawlingTime,url,md5Mark,
揭东县,揭阳市揭东开发区新型工业园,0.02577,城镇村道路用地,2019-03-28,揭阳市揭东开发区新型工业园市政基础设施,揭阳市揭东开发区新型工业园,0.02577,新增建设用地,划拨,,公共设施管理业,公共设施管理业土地级别：十级,0,,,,,广东揭东经济开发区管理委员会,,,2019-06-28,2020-06-28,2022-06-28,,,揭阳市揭东区人民政府,2019-03-28,2020-04-15 11:46:24,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586922374000&__boxModel__=true&op=page_content&sessionID=16625&pn=1,3d0e374e9005eae6e660ce832573747b,
南沙区,虎沙大道南侧，小虎北一路东侧，小虎北四路西侧，小虎路北侧,73.4917,工业用地,2020-03-16,2020NGY-1,虎沙大道南侧，小虎北一路东侧，小虎北四路西侧，小虎路北侧,73.4917,新增建设用地(来自存量库),挂牌出让,50,汽车制造,汽车制造土地级别：七级,91865,1|,2020-03-16,91865|, ,广汽丰田汽车有限公司,0.8,3.5,2020-09-16,2021-03-16,2022-03-16,,,广州南沙开发区管委会人民政府,2020-03-16,2020-04-15 11:46:25,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586922374642&__boxModel__=true&op=page_content&sessionID=74799&pn=1,d60d59146c35f5a16e73859c3b8c7d69,
珠海市本级,珠海市平沙镇美平社区美平二街西侧,0.599245,其他商服用地,2013-03-21,珠海市平沙房地产开发公司,珠海市平沙镇美平社区美平二街西侧,0.599245,新增建设用地,协议出让,40,房地产业,房地产业土地级别：四级,3150.27803,1|,2013-05-20,3150.27803|, ,珠海市平沙房地产开发公司,1,2,2013-04-11,2014-03-05,2016-03-04,,,珠海市人民政府,2013-03-21,2020-04-15 11:46:25,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586922375228&__boxModel__=true&op=page_content&sessionID=69668&pn=1,56f8197c95308156dd9c24033c61b0e4,
广州市本级,番禺区亚运城内,1.652,批发零售用地,2013-03-18,亚运城内海傍村5%经济发展留用地,番禺区亚运城内,1.652,新增建设用地,划拨,,批发业,批发业土地级别：七级,,,,,,广州市番禺区石碁镇海傍村股份合作经济社,,2.5,2019-05-30,2019-05-30,2022-05-30,,,广州市人民政府,2013-03-18,2020-04-15 11:46:27,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586922376663&__boxModel__=true&op=page_content&sessionID=28707&pn=1,4829057b263cacd8f19507f7bf8d5ce4,
茂名市本级,茂名市博贺湾南门小区,4.964283,其他商服用地,2013-03-26,茂名博贺湾新城土地开发有限公司,茂名市博贺湾南门小区,4.964283,现有建设用地,挂牌出让,40,房地产业,房地产业土地级别：一级,7099,1|,2013-04-25,7099|, ,茂名博贺湾新城土地开发有限公司,1,3,2013-03-26,2017-03-26,2019-03-25,2016-03-16,,茂名市人民政府,2013-03-26,2020-04-15 11:46:31,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586922380586&__boxModel__=true&op=page_content&sessionID=19712&pn=1,1cda812a9c260bebda8e11e91824863a,
茂名市本级,茂名市博贺湾楼阁小区,3.856558,其他普通商品住房用地,2013-03-26,茂名博贺湾新城投资发展有限公司,茂名市博贺湾楼阁小区,3.856558,现有建设用地,挂牌出让,70,房地产业,房地产业土地级别：一级,2950,1|,2013-04-25,2950|, ,茂名博贺湾新城投资发展有限公司,1,2,2013-03-26,2017-03-26,2019-03-25,2016-02-27,,茂名市人民政府,2013-03-26,2020-04-15 11:46:32,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586922381368&__boxModel__=true&op=page_content&sessionID=70374&pn=1,ffc4b16fa85a8014187c8f76069adb6e,
增城市,广州市增城区派潭镇东洞村朱屋经济合作社,0.412189,公用设施用地,2019-11-01,110千伏派潭高滩变电站,广州市增城区派潭镇东洞村朱屋经济合作社,0.412189,新增建设用地,划拨,,其它,其它土地级别：未评估地区,82,,,,,广州供电局有限公司,,1,,,,,,广州市人民政府,2019-11-01,2020-04-15 11:46:33,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586922382614&__boxModel__=true&op=page_content&sessionID=7947&pn=1,61d0f6d0e2f4913af7fde3ef73feb973,
深圳市本级,深圳市龙岗区布吉街道,2.859597,科教用地,2012-09-06,九年一贯制学校用地,深圳市龙岗区布吉街道,2.859597,新增建设用地(来自存量库),协议出让,50,教育业,教育业土地级别：五级,0.0001,1|,2012-09-06,0.0001|, ,深圳市龙岗区教育局,,0.52,2012-09-07,2013-09-06,2014-09-06,2012-10-26,,深圳市人民政府,2012-09-06,2020-04-15 11:46:33,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586922383084&__boxModel__=true&op=page_content&sessionID=44952&pn=1,d746b14f08610b6a58676637bb768de9,
中山市本级,中山市板芙镇深湾村“牛寮坑”,3.86864,工业用地,2014-04-16,露天游乐场所游乐设备制造,中山市板芙镇深湾村“牛寮坑”,3.86864,现有建设用地,挂牌出让,50,专用设备制造业,专用设备制造业土地级别：五级,2205.1248,1|,2014-05-06,2205.1248|, ,中山市金马游乐设备工程有限公司,0.8,2.5,2014-05-16,2015-05-16,2018-05-15,2016-04-09,2018-10-26,中山市人民政府,2014-04-16,2020-04-15 11:46:34,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586922383276&__boxModel__=true&op=page_content&sessionID=40125&pn=1,fd5185f3c49fca1c65d9dbae816b9db4,
茂名市本级,茂名市博贺湾海尾小区,7.675836,其他普通商品住房用地,2013-03-19,茂名博贺湾新城置业发展有限公司,茂名市博贺湾海尾小区,7.675836,现有建设用地,挂牌出让,其他普通商品住房用地70年; 其他商服用地40,房地产业,房地产业土地级别：一级,7062,1|,2013-04-18,7062|, ,茂名博贺湾新城置业发展有限公司,1,2.5,2018-03-19,2019-03-19,2021-03-18,,,茂名市人民政府,2013-03-19,2020-04-15 11:46:37,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586922386524&__boxModel__=true&op=page_content&sessionID=89821&pn=1,e3efbae6c605c878f1680e616b6cfcad,
英德市,英德市白沙镇太平村更古坑,0.302834,工业用地,2016-01-08,英德市广生化工实业有限公司（工业用地）,英德市白沙镇太平村更古坑,0.302834,新增建设用地,挂牌出让,50,化学原料及化学制品制造业,化学原料及化学制品制造业土地级别：二级,60,1|,2016-07-06,60|, ,英德市广生化工实业有限公司,0.6,,2018-10-23,2019-10-23,2021-10-23,,,英德市人民政府,2016-01-08,2020-04-15 11:46:38,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586922388562&__boxModel__=true&op=page_content&sessionID=24900&pn=1,db1ba3fb374399bc42d82e402b268583,
博罗县,博罗县长宁镇澜石村委会长澜公路边红花坑（土名）地段,6.9,其他商服用地,2012-12-26,惠州宝能泰丰置业有限公司（商业项目）,博罗县长宁镇澜石村委会长澜公路边红花坑（土名）地段,6.9,现有建设用地,挂牌出让,40,商务服务业,商务服务业土地级别：一级,5575.2,1|2|,2013-01-26|2013-12-26,2790|2785.2|,  ,惠州宝能泰丰置业有限公司,1,1.01,2013-12-26,2018-12-26,2021-12-26,2019-12-26,,博罗县人民政府,2012-12-26,2020-04-15 11:46:38,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586922387863&__boxModel__=true&op=page_content&sessionID=49982&pn=1,f9b8ddd4e9b1404fd64f3b650aaf61f5,
台山市,台山市水步镇下洞村宝兴经济合作社宝兴开发区2号之一,0.449017,工业用地,2016-01-19,水步镇工业,台山市水步镇下洞村宝兴经济合作社宝兴开发区2号之一,0.449017,新增建设用地(来自存量库),挂牌出让,50,通用设备制造业,通用设备制造业土地级别：八级,114,1|,2016-03-19,114|, ,台山太平洋保温建材有限公司,1,,2016-03-19,2017-01-13,2018-01-13,2017-01-13,,台山市人民政府,2016-01-19,2020-04-15 11:46:39,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586922389222&__boxModel__=true&op=page_content&sessionID=62558&pn=1,c146f0da79c3599276e7defd10ea57df,
中山市本级,东升镇同乐社区,0.6751,工业用地,2007-12-20,关于中山市东升实业投资有限公司申请受让土地作工业用地的批复,东升镇同乐社区,0.6751,新增建设用地,协议出让,50,纺织服装、鞋、帽制造业,纺织服装、鞋、帽制造业土地级别：五级,19.2402,1|,2007-12-20,19.2402|, ,中山市东升实业投资有限公司,0,1.5,2008-07-28,2013-12-19,2013-12-19,2010-02-02,,中山市人民政府,2007-12-20,2020-04-15 11:46:40,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586922389886&__boxModel__=true&op=page_content&sessionID=80133&pn=1,4e68b8f7ed5505ca55c245e655273ad3,
五华县,五华县水寨镇下岗坝,0.005125,零售商业用地,2020-03-17,谢俊芳,五华县水寨镇下岗坝,0.005125,现有建设用地,协议出让,40,房地产业,房地产业土地级别：十二级,15.1208,1|,2020-03-17,15.1208|, ,谢俊芳,,6,2020-03-17,,,,,五华县人民政府,2020-03-17,2020-04-15 11:46:40,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586922390562&__boxModel__=true&op=page_content&sessionID=41826&pn=1,3cb1281c6fd28ab3007b8551271d2772,
清远市本级,清远市清城区横荷街道大有经济联合社辖区内,4.085289,工业用地,2016-01-28,横荷F03024136号地块国有建设用地使用权挂牌出让,清远市清城区横荷街道大有经济联合社辖区内,4.085289,新增建设用地,挂牌出让,50,农副食品加工业,农副食品加工业土地级别：八级,1460,1|,2016-02-27,1460|, ,清远市万安食品有限公司,1,,2016-03-28,2017-03-27,2019-03-27,2016-04-29,2018-12-17,清远市人民政府,2016-01-28,2020-04-15 11:46:42,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586922392637&__boxModel__=true&op=page_content&sessionID=6688&pn=1,44ebec4450f18e13cc4ee5f0a3e467f7,
罗湖区,罗湖区莲塘街道,2.316556,科教用地,2018-08-28,深圳市第二实验学校初中部拆建工程,罗湖区莲塘街道,2.316556,现有建设用地,划拨,,教育业,教育业土地级别：一级,0,,,,,深圳市教育局,0,1.93,2018-08-28,2019-08-27,2021-08-27,,,深圳市人民政府,2018-08-28,2020-04-15 11:46:44,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586922394575&__boxModel__=true&op=page_content&sessionID=87791&pn=1,c5c3a244f93da5497f61554aa5531b3b,
深圳市本级,南湾街道办,3.779398,公路用地,2008-04-23,联李东路,南湾街道办,3.779398,新增建设用地(来自存量库),划拨,,城市公共交通业,城市公共交通业土地级别：五级,,,,,,深圳市交通公用设施建设中心,,,2013-05-09,2018-05-08,2020-05-07,2018-05-08,,深圳市人民政府,2008-04-23,2020-04-15 11:46:45,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586922395478&__boxModel__=true&op=page_content&sessionID=14437&pn=1,3666ad154296729cc3cf5b19aaf040a2,
顺德区,佛山市顺德区杏坛镇吕地社区居民委员会永宁路13号,0.00799,城镇住宅用地,2020-03-19,杏坛-吕倩香住宅,佛山市顺德区杏坛镇吕地社区居民委员会永宁路13号,0.00799,现有建设用地,协议出让,70,房地产业,房地产业土地级别：五级,2.542098,1|,2020-04-18,2.542098|, ,吕倩香,,,,,,,,顺德区人民政府,2020-03-19,2020-04-15 11:46:46,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586922395807&__boxModel__=true&op=page_content&sessionID=76485&pn=1,716ac6a870f1251fd06957a40bb0e83c,
清远市本级,广东清远高新技术产业开发区创兴大道10号,3.997688,工业用地,2020-03-05,广东在田药业股份有限公司补办出让,广东清远高新技术产业开发区创兴大道10号,3.997688,现有建设用地,协议出让,32,医药制造业,医药制造业土地级别：五级,211.877464,1|,2020-04-04,211.877464|, ,广东在田药业股份有限公司,,,2019-08-19,,,,,清远市人民政府,2020-03-05,2020-04-15 11:46:46,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586922396465&__boxModel__=true&op=page_content&sessionID=53048&pn=1,534240b14d443df8b7dcecb7ec4ad2dc,
广宁县,广宁县南街镇城西开发区,0.993346,军事设施用地,2020-03-27,县人武部新营院项目工程,广宁县南街镇城西开发区,0.993346,新增建设用地(来自存量库),划拨,,国家机构,国家机构土地级别：十二级,,,,,,中国人民解放军广东省广宁县人民武装部,,1.5,2020-04-27,2021-04-27,2024-04-27,,,广宁县人民政府,2020-03-27,2020-04-15 11:46:47,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586922397714&__boxModel__=true&op=page_content&sessionID=55439&pn=1,88cbf73eea8619e605c8ea5e9d3a535e,
大亚湾经济技术开发区分局,大亚湾石化区B+地块,8.3303,工业用地,2020-02-20,埃克森美孚国家石化产业规划的乙烯及相关配套项目,大亚湾石化区B+地块,8.3303,现有建设用地,挂牌出让,50,石油加工、炼焦及核燃料加工业,石油加工、炼焦及核燃料加工业土地级别：一级,4998.18,1|,2020-03-21,4998.18|, ,埃克森美孚（惠州）化工有限公司,1.2,3.5,2020-02-20,2020-04-01,2023-12-31,,,惠州市人民政府,2020-02-20,2020-04-15 11:46:51,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586922401188&__boxModel__=true&op=page_content&sessionID=49452&pn=1,34198448ab3d679daa2262dbe2c6df2d,
中山市本级,中山市火炬开发区珊洲村,1.58833,工业用地,2014-01-30,包装装潢及其他印刷,中山市火炬开发区珊洲村,1.58833,现有建设用地,挂牌出让,50,印刷业和记录媒体的复制,印刷业和记录媒体的复制土地级别：五级,833.875,1|,2014-03-01,833.875|, ,中山中荣纸类印刷制品有限公司,0.8,,2014-03-24,2014-12-19,2016-12-18,2015-07-31,2019-10-05,中山市人民政府,2014-01-30,2020-04-15 11:46:52,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586922401905&__boxModel__=true&op=page_content&sessionID=63973&pn=1,2cb578108c799a5cdfa4ba98de6e62dd,
韶关市本级,韶关市莞韶产业园沐溪片区MX0205-03-01号地块,1.0346,城镇住宅用地,2019-12-12,韶关市莞韶产业园沐溪片区MX0205-03-01号地块,韶关市莞韶产业园沐溪片区MX0205-03-01号地块,1.0346,新增建设用地,挂牌出让,70,房地产业,房地产业土地级别：三级,2923,1|,2020-01-11,2923|, ,韶关旭日置业发展有限公司,1,2.2,2020-01-23,2021-01-22,2023-01-21,,,韶关市人民政府,2019-12-12,2020-04-15 11:46:53,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586922403112&__boxModel__=true&op=page_content&sessionID=28751&pn=1,74f1b9e0c65b0c57a4e0417e56dffbeb,
金湾区,金湾区三灶镇安基路南侧、安堂路东侧,0.585423,教育用地,2020-01-02,金湾区三灶镇安堂幼儿园,金湾区三灶镇安基路南侧、安堂路东侧,0.585423,新增建设用地,划拨,,教育业,教育业土地级别：四级,,,,,,珠海市金湾区教育局,0.95,0.95,2020-07-02,2021-07-02,2023-07-02,,,珠海市人民政府,2020-01-02,2020-04-15 11:46:53,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586922403555&__boxModel__=true&op=page_content&sessionID=69199&pn=1,5877b4368454b8b72af7fc5e8145d191,
东莞市本级,望牛墩镇锦涡村,0.822765,工业用地,2018-03-07,东莞中集专用车有限公司,望牛墩镇锦涡村,0.822765,新增建设用地,挂牌出让,50,汽车制造,汽车制造土地级别：六级,543,1|,2018-04-06,543|, ,东莞中集专用车有限公司,1,3.3,2018-04-09,2019-04-10,2021-04-10,2019-03-10,2019-12-31,东莞市人民政府,2018-03-07,2020-04-15 11:46:54,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586922404241&__boxModel__=true&op=page_content&sessionID=54445&pn=1,e1b59ba24899ff8ec72195a3b6018413,
高明区,佛山市高明区杨和镇杨西大道以东、和贤路以南,3.59865,工业用地,2016-02-25,佛山市高明富凯新材料有限公司,佛山市高明区杨和镇杨西大道以东、和贤路以南,3.59865,新增建设用地,拍卖出让,50,塑料制品业,塑料制品业土地级别：三级,2051,1|2|,2016-02-29|2016-04-28,1025.5|1025.5|,  ,佛山市高明富凯新材料有限公司,0.8,3,2017-12-31,2018-12-31,2020-12-31,2019-05-30,,佛山市人民政府,2016-02-25,2020-04-15 11:46:57,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586922407234&__boxModel__=true&op=page_content&sessionID=55132&pn=1,69c38fd9039f5b12d98eb4b285375854,
珠海市本级,高栏港经济区平沙新城起步区启航路东侧、铭恩路西北侧,4.999996,其他普通商品住房用地,2017-06-05,高栏港经济区平沙新城起步区启航路东侧、铭恩路西北侧二类居住用地,高栏港经济区平沙新城起步区启航路东侧、铭恩路西北侧,4.999996,现有建设用地,挂牌出让,其他普通商品住房用地70年; 批发零售用地40,房地产业,房地产业土地级别：七级,62499.95,1|2|,2017-07-05|2017-08-05,37499.97|24999.98|,  ,三一（珠海）置业有限公司,1,2.5,2018-02-28,2019-02-28,2022-02-28,2019-03-10,,珠海市人民政府,2017-06-05,2020-04-15 11:46:59,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586922408517&__boxModel__=true&op=page_content&sessionID=24669&pn=1,ebb683decd5b1370c349691e61f663af,
开平市,开平市翠山湖新区城南三路东侧YS-C-06-A号地块,8.668135,工业用地,2017-10-20,开平市翠山湖新区城南三路东侧YS-C-06-A号地块,开平市翠山湖新区城南三路东侧YS-C-06-A号地块,8.668135,新增建设用地(来自存量库),挂牌出让,50,通讯设备、计算机及其他电子设备制造业,通讯设备、计算机及其他电子设备制造业土地级别：三级,2543,1|,2017-11-19,2543|, ,开平市任达电器实业有限公司,1,2.5,2017-10-20,2018-10-20,2020-10-20,,,开平市人民政府,2017-10-20,2020-04-15 11:46:59,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586922409157&__boxModel__=true&op=page_content&sessionID=87562&pn=1,8094f97081ce169a39a3e8d00e1773e2,
金湾区,金湾区西湖城区,2.309519,街巷用地,2015-09-18,金湾城市职业技术学院片区配套道路工程金二路,金湾区西湖城区,2.309519,新增建设用地,划拨,,房地产业,房地产业土地级别：四级,0,,,,,珠海华金开发建设有限公司,,,2016-03-18,2017-03-18,2018-03-18,2017-03-18,2018-02-28,珠海市人民政府,2015-09-18,2020-04-15 11:47:00,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586922409745&__boxModel__=true&op=page_content&sessionID=21358&pn=1,ed7f81583ca5dcaf3d6f9e6275692937,
鹤山市,鹤山市址山镇龙湾园区,20.852386,工业用地,2020-01-20,鹤山万洋众创城开发有限公司,鹤山市址山镇龙湾园区,20.852386,新增建设用地,挂牌出让,50,房地产业,房地产业土地级别：一级,6012,1|,2020-03-20,6012|, ,鹤山万洋众创城开发有限公司,2.2,,2020-01-20,2021-01-20,2022-01-20,,,鹤山市人民政府,2020-01-20,2020-04-15 11:47:00,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586922410325&__boxModel__=true&op=page_content&sessionID=5511&pn=1,7674fcbd78d6f584c5e9663ea858c45b,
顺德区,伦教街道常教社区居委会朝阳路朝阳街十巷2号,0.006366,其他普通商品住房用地,2015-09-15,梁铨辉,伦教街道常教社区居委会朝阳路朝阳街十巷2号,0.006366,现有建设用地,协议出让,70,房地产业,房地产业土地级别：三级,1.7031,1|,2015-10-15,1.7031|, ,梁铨辉,,,2015-09-14,2015-09-14,2015-09-14,,,佛山市顺德区人民政府,2015-09-15,2020-04-15 11:47:01,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586922411001&__boxModel__=true&op=page_content&sessionID=8464&pn=1,40562cca7c093afb2de0ba8b46eb8651,
顺德区,佛山市顺德区勒流街道勒流社区居委会三元路三巷横巷4号,0.00471,其他普通商品住房用地,2015-09-16,勒流（梁联昭）住宅用地,佛山市顺德区勒流街道勒流社区居委会三元路三巷横巷4号,0.00471,现有建设用地,协议出让,70,房地产业,房地产业土地级别：三级,0.9546,1|,2015-10-16,0.9546|, ,梁联昭,,,,,,,,佛山市顺德区人民政府,2015-09-16,2020-04-15 11:47:03,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586922412464&__boxModel__=true&op=page_content&sessionID=93411&pn=1,8e18be4bc294c8bb42b0cf03a55de22a,
中山市本级,中山火炬开发区大环村,0.44527,工业用地,2011-09-01,家用音响设备制造,中山火炬开发区大环村,0.44527,新增建设用地,挂牌出让,50,其它,其它土地级别：五级,256.0303,1|,2011-10-01,256.0303|, ,隆达（国际）贸易有限公司,0.8,2.5,2011-10-30,2012-04-28,2013-10-20,2012-04-20,2018-04-06,中山市人民政府,2011-09-01,2020-04-15 11:47:06,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586922415088&__boxModel__=true&op=page_content&sessionID=70713&pn=1,a2e8e086464dc12993718d243c516c2d,
遂溪县,遂城镇旧遂六线东侧,0.092,城镇住宅用地,2020-03-16,遂城镇北门村北门经济合作社留用地,遂城镇旧遂六线东侧,0.092,现有建设用地,划拨,,房地产业,房地产业土地级别：十一级,,,,,,遂城镇北门村北门经济合作社,1,6,2020-11-16,2021-11-16,2024-11-16,,,遂溪县人民政府,2020-03-16,2020-04-15 11:47:06,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586922415841&__boxModel__=true&op=page_content&sessionID=38769&pn=1,8d52c406a17d70838c50a73be892cb13,
五华县,棉洋镇新兴街,0.006352,批发零售用地,2018-01-09,刘进炯,棉洋镇新兴街,0.006352,现有建设用地,协议出让,40,房地产业,房地产业土地级别：十二级,6.6696,1|,2018-01-09,6.6696|, ,刘进炯,,,2018-01-09,,,,,五华县人民政府,2018-01-09,2020-04-15 11:47:07,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586922416369&__boxModel__=true&op=page_content&sessionID=18803&pn=1,c3da751e32479b94d467b97a858f0626,
深圳市本级,平湖街道,1.614919,其他商服用地,2016-02-04,平湖街道龟地、禾虾岭片区改造项目,平湖街道,1.614919,现有建设用地,协议出让,40,房地产业,房地产业土地级别：五级,7389.2815,1|,2016-02-04,7389.2815|, ,深圳市鼎宏投资发展有限公司,1,3.5,2016-07-21,2019-07-21,2021-01-21,,,深圳市人民政府,2016-02-04,2020-04-15 11:47:08,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586922416987&__boxModel__=true&op=page_content&sessionID=34234&pn=1,bfb76bcb15a0dd9300295cfbf6bd517d,
南海区,佛山市南海区狮山镇大众工业园粤众北路地段,4.2897,公共设施用地,2016-02-05,公共设施用地,佛山市南海区狮山镇大众工业园粤众北路地段,4.2897,现有建设用地,划拨,,公共设施管理业,公共设施管理业土地级别：未评估地区,0,,,,,佛山市南海区狮山美源水处理有限公司,,0.5,2016-02-05,2019-12-25,2020-12-25,,,佛山市人民政府,2016-02-05,2020-04-15 11:47:09,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586922418619&__boxModel__=true&op=page_content&sessionID=18704&pn=1,b24bf9561f9f1edbd661b2e7e8021cbf,
汕头市本级,市戒毒所北侧,1.68989,工业用地,2018-01-10,先进制造业“高端智能装备项目”的现代产业项目,市戒毒所北侧,1.68989,新增建设用地(来自存量库),挂牌出让,50,农副食品加工业,农副食品加工业土地级别：四级,1250,1|,2018-02-09,1250|, ,广东好心情食品集团有限公司,1,3,2018-06-10,2018-12-10,2020-04-10,,,汕头市人民政府,2018-01-10,2020-04-15 11:47:13,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586922422265&__boxModel__=true&op=page_content&sessionID=68780&pn=1,473866686df8434c5f084374ebf083b2,
饶平县,饶平县钱东镇万山红农场肩头山片区,0.857291,其他普通商品住房用地,2018-01-10,饶平县2013年度第十三批次城镇建设用地,饶平县钱东镇万山红农场肩头山片区,0.857291,新增建设用地,挂牌出让,70,房地产业,房地产业土地级别：十一级,834,1|,2018-02-09,834|, ,潮州市绿岛旅游山庄有限公司,1,3,2019-02-24,2020-02-24,2023-02-24,,,饶平县人民政府,2018-01-10,2020-04-15 11:47:14,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586922423761&__boxModel__=true&op=page_content&sessionID=38442&pn=1,bc781d40fb2cf5fe3477a0005aebe6c0,
仁化县,仁化县大桥镇古洋村委高脚板村A地块,1.578548,其他商服用地,2018-01-10,仁化县大桥镇古洋村委高脚板村A地块,仁化县大桥镇古洋村委高脚板村A地块,1.578548,新增建设用地,挂牌出让,40,房地产业,房地产业土地级别：一级,872,1|,2018-02-09,872|, ,韶关旭日酿酒厂有限公司,1,1.2,2018-02-10,2019-01-10,2021-01-10,2018-11-30,,仁化县人民政府,2018-01-10,2020-04-15 11:47:15,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586922424314&__boxModel__=true&op=page_content&sessionID=9725&pn=1,9d75caec3eadd31511dad5b4dfbfc1db,
陆河县,陆河县河口镇云峰村委,0.697602,工业用地,2016-02-18,汕尾比亚迪汽车有限公司,陆河县河口镇云峰村委,0.697602,新增建设用地,挂牌出让,50,汽车制造,汽车制造土地级别：未评估地区,136.74,1|,2016-03-09,136.74|, ,汕尾比亚迪汽车有限公司,1,1.5,2016-04-18,2017-04-18,2019-04-18,2017-04-18,2019-04-18,陆河县人民政府,2016-02-18,2020-04-15 11:47:15,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586922424986&__boxModel__=true&op=page_content&sessionID=15132&pn=1,f9f74179d32658d03d6d7a41aafd8be4,
陆河县,陆河县河口镇云峰村委会,15.893774,工业用地,2016-02-18,汕尾比亚迪汽车有限公司,陆河县河口镇云峰村委会,15.893774,新增建设用地,挂牌出让,50,汽车制造,汽车制造土地级别：未评估地区,3146.97,1|,2016-03-09,3146.97|, ,汕尾比亚迪汽车有限公司,1,1.5,2016-04-18,2017-04-18,2019-04-18,2017-04-18,2019-04-18,陆河县人民政府,2016-02-18,2020-04-15 11:47:16,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586922425516&__boxModel__=true&op=page_content&sessionID=29566&pn=1,bef06e3da23975f9b84cc2eae73fe7da,
饶平县,饶平县钱东镇万山红农场肩头山片区,0.524966,其他普通商品住房用地,2018-01-10,饶平县2013年度第十三批次城镇建设用地2017Z013地块,饶平县钱东镇万山红农场肩头山片区,0.524966,新增建设用地,挂牌出让,70,房地产业,房地产业土地级别：十一级,453,1|,2018-02-09,453|, ,潮州市绿岛旅游山庄有限公司,1,2,2019-02-24,2020-02-24,2023-02-24,,,饶平县人民政府,2018-01-10,2020-04-15 11:47:20,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586922428880&__boxModel__=true&op=page_content&sessionID=23170&pn=1,f9f9574070ace05f29e519ae1b3fd1f3,
